Magazin original,Magazin standard,Stradă standard,Localitate standard,Sector atribuit,Județ,Bazin comercial,Nr. clienți
Staer 9,Staer 9,Daliei,Dragomirești,—,Ilfov,Vest,2
Staer 9,Staer 9,Visinilor,Dragomirești,—,Ilfov,Vest,2
Staer 9,Staer 9,Doinei,Fundeni,—,Ilfov,Ilfov neatribuit,2
Staer 9,Staer 9,Sf Petru,Glina,—,Ilfov,Est,2
Staer 9,Staer 9,Strada Odai,Jilava,—,Ilfov,Sud,2
Staer 9,Staer 9,Bucuresti,Măgurele,—,Ilfov,Sud-Vest,2
Staer 9,Staer 9,Intrarea Area Nefliu,Măgurele,—,Ilfov,Sud-Vest,2
Staer 9,Staer 9,Miraslau,Măgurele,—,Ilfov,Sud-Vest,2
Staer 9,Staer 9,Spinului,Măgurele,—,Ilfov,Sud-Vest,2
Staer 9,Staer 9,Ariei,Mogoșoaia,—,Ilfov,Nord,2
Staer 9,Staer 9,Astronomului,Mogoșoaia,—,Ilfov,Nord,2
Staer 9,Staer 9,Garoafelor,Mogoșoaia,—,Ilfov,Nord,2
Staer 9,Staer 9,Intrarea Poieni,Mogoșoaia,—,Ilfov,Nord,2
Staer 9,Staer 9,Vanatorilor,Mogoșoaia,—,Ilfov,Nord,2
Staer 9,Staer 9,Marin Sorescu,Odaile,—,Ilfov,Ilfov neatribuit,2
Staer 9,Staer 9,Belgrad,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Const Brancoveanu,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Constantin Brancoveanu,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Drumul Viilor,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Eroilor,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Floare de Cais,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Intrarea Violetelor,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Margaritarului,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Marin Sorescu,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Oituz,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Strada Drumul Gării Odăi,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Traian,Otopeni,—,Ilfov,Nord,2
Staer 9,Staer 9,Nerei,Pantelimon,—,Ilfov,Nord-Est,2
Staer 9,Staer 9,Strada Principala,Periș,—,Ilfov,Nord,2
Staer 9,Staer 9,Eclipsei,Popești-Leordeni,—,Ilfov,Sud,2
Staer 9,Staer 9,Miraslau,Popești-Leordeni,—,Ilfov,Sud,2
Staer 9,Staer 9,Sperantei,Popești-Leordeni,—,Ilfov,Sud,2
Staer 9,Staer 9,Strada Cheiul Dâmboviței,Popești-Leordeni,—,Ilfov,Sud,2
Staer 9,Staer 9,Crinului,Chiajna–Roșu–Dudu,—,Ilfov,Vest,2
Staer 9,Staer 9,Marului,Dobroești,—,Ilfov,Nord-Est,2
Staer 9,Staer 9,Șoseaua Snagov,Snagov,—,Ilfov,Nord,2
Staer 9,Staer 9,Hortensiei,Ștefăneștii de Jos,—,Ilfov,Nord-Est,2
Staer 9,Staer 9,Lacului,Ștefăneștii de Jos,—,Ilfov,Nord-Est,2
Staer 9,Staer 9,Parcului,Ștefăneștii de Jos,—,Ilfov,Nord-Est,2
Staer 9,Staer 9,Șoseaua De Centura,Ștefăneștii de Jos,—,Ilfov,Nord-Est,2
Staer 9,Staer 9,Zorilor,Ștefăneștii de Jos,—,Ilfov,Nord-Est,2
Staer 9,Staer 9,Eroilor,Tunari,—,Ilfov,Nord,2
Staer 9,Staer 9,IL Caragiale,Tunari,—,Ilfov,Nord,2
Staer 9,Staer 9,Orientului,Tunari,—,Ilfov,Nord,2
Staer 9,Staer 9,Pelicanului,Tunari,—,Ilfov,Nord,2
Staer 9,Staer 9,Stefan cel Mare,Tunari,—,Ilfov,Nord,2
Staer 9,Staer 9,Tunari Balotesti,Tunari,—,Ilfov,Nord,2
Staer 9,Staer 9,Amza Pelea,Voluntari–Pipera,—,Ilfov,Nord,2
Staer 9,Staer 9,Dr Bisericii,Voluntari–Pipera,—,Ilfov,Nord,2
Staer 9,Staer 9,Emil Racovita,Voluntari–Pipera,—,Ilfov,Nord,2
Staer 9,Staer 9,Mihai Viteazu,Voluntari–Pipera,—,Ilfov,Nord,2
Staer 9,Staer 9,Popasului,Voluntari–Pipera,—,Ilfov,Nord,2
Staer 9,Staer 9,Sihlea,Voluntari–Pipera,—,Ilfov,Nord,2
Staer 9,Staer 9,Șoseaua Bucuresti Nord,Voluntari–Pipera,—,Ilfov,Nord,2
Staer 9,Staer 9,Viorele,Voluntari–Pipera,—,Ilfov,Nord,2
Staer 9,Staer 9,Bucuresti Nord,Voluntari–Pipera,—,Ilfov,Nord,2
Staer 9,Staer 9,Bulevardul Pipera,Voluntari–Pipera,—,Ilfov,Nord,2
Alis Ecomob SRL,Staer 9,Aleea Negru Voda,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aragonitului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Branduselor,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Bulevardul Carol I,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Bulevardul Chișinău,Sector 2,Sector 2,București,Nord-Est,1
Alis Ecomob SRL,Staer 9,Bulevardul Constantin Brâncoveanu,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Bulevardul Mircea Vodă,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Bulevardul Pache Protopopescu,Sector 2,Sector 2,București,Nord-Est,1
Alis Ecomob SRL,Staer 9,Bulevardul Tineretului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Calea Ea Plevnei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Cap Ivan Anghelache,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Craisorului,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Iriceanu Ion,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Mihail Cioranu,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Mitropolit Varlam,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Mosoaia,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Petru Maior,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Prelungirea Ungirea Ghencea,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Salviei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Seg Maj Dumitru Samoila,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Sg Stefan Crisan,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Sold Vasile Croitoru,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Stefan Stoica,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Strada Emil Gârleanu,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Strada Petre Ispirescu,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Sublc Popa,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Teius,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Veteranilor,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Vintila Mihailescu,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Crinilor,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Piatra Rosie,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Niculitel,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Berzei,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Savinesti,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Zambilei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Anemonelor,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Caporalului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Clinceni,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Dumbravei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Garofitei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Oituz,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Prl Ghencea,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Smaraldului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Vointei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Strada Aurel Perșu,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Șoseaua Bucuresti-Targoviste,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Șoseaua Vitan Barzesti,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Tohani,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Bulevardul Ghencea,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Usei,Sector 2,Sector 2,București,Nord-Est,1
Alis Ecomob SRL,Staer 9,Ghencea,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Turda,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Dr Grozovici,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Codrii Neamtului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Dantelei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Matei Constantin,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Șoseaua Olteniței,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Berveni,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Otopeni,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Dealul Macinului,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Bulevardul Uverturii,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,13septembrie,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,16 Februarie,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,9mai,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Actiunii,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Acvila,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aja,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Al Campul cu Flori,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aldeni,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea A Pod Giurgiului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Adrian Carstea,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Aliorului,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Arinis,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Baia de Aries,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Banu Udrea,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Barajul Cucuteni,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Barsanesti,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Buhusi,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Cenusaresei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Coloana Infinitului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Dinogetia,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Dolina,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Dorohoi,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Dragos Mladinovici,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Ariesul Mare,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Bacau,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Baraj Cucuteni,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Baraj Lotru,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Barajul Bistriței,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Ea Barajul Duinarii,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Barajul Dunarii,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Barajul Lotru,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Ea Calatis,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Ea Cindrel,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Compozitoril;or,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Dumbravita,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Ea Florin Ciungan,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Ea Giurgeni,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Ea Hobita,Sector 2,Sector 2,București,Nord-Est,1
Alis Ecomob SRL,Staer 9,Aleea Ea Ilia,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Ion Agarbiceanu,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Ea Lunca Cernei,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Ea Lunca Siretului,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Ea Mizil,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Ea Platanului,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Aleea Ea Poiana Sibiului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Potaisa,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Ea Privighetorilor,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Aleea Ea Sandava,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Scolarilor,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Stupilor,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Ea Surianu,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Topoloveni,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Ea Tornadei,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Ea Trestiana,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Ea Ucea,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Ea Valea Bujorului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ea Zanelor,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Ea Zvoristea,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Emil Bota,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Emil Botta,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Emil Racovita,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Erou Cristian George Stanciu,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Foisorului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Fuiorului,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Izvorul Oltului,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Laceni,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Lacramioarei,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Leorda,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Leresti,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Aleea Lunca Bradului,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Mozaicului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Pantelimon,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Petrachesti,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Petre Antonescu,Sector 2,Sector 2,București,Nord-Est,1
Alis Ecomob SRL,Staer 9,Aleea Politehnicii,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Posada,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Aleea Prahovei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Ramnicel,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Rotunda,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Slatioara,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Somesul Cald,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Timisul de Jos,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Aleea Timisul de Sus,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Tohani,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Aleea Valea Siretului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aleea Vasile Goldis,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Aleea Xandru Moruzzi,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Allea Poiana Cernei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Almasu MIC,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Amforei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Anteaeriana,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Antiaeriana 6 a,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Arad,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aramesti,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Argentina,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aromei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Artur Gorovei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Atlasului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Av Cpt Alexandru Serbanescu,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Avalansei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Aviator Serbanescu,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Avionului,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Babesti,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Baciului,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Bacului,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Bahluiului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Baiculesti,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Balanesti,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Baleni,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Baltagului,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Baltita,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Barierei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Barlogeni,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Basmului,Sector 6,Sector 6,București,Vest,1
Alis Ecomob SRL,Staer 9,Beclean,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Belizariei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Berzei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Berzovia,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Bibescu Voda,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Birca,Sector 5,Sector 5,București,Sud-Vest,1
Alis Ecomob SRL,Staer 9,Borsa,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Bostanilor,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Bradesti,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Bradetului,Sector 4,Sector 4,București,Sud,1
Alis Ecomob SRL,Staer 9,Branarul,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Braului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Brebenei,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Brebu,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Brezoi,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Brezoianul,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Budieni,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Buicliu Cristea Dr,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Bulevardul 1 Decembrie,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Bulevardul Bucureștii Noi,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Bulevardul Camil Resu,Sector 3,Sector 3,București,Est,1
Alis Ecomob SRL,Staer 9,Bulevardul Carol I,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Bulevardul Dacia,Sector 2,Sector 2,București,Nord-Est,1
Alis Ecomob SRL,Staer 9,Bulevardul Doamna Ghica,Sector 2,Sector 2,București,Nord-Est,1
Alis Ecomob SRL,Staer 9,Bulevardul Ferdinand,Sector 2,Sector 2,București,Nord-Est,1
Alis Ecomob SRL,Staer 9,Bulevardul Garii de Nord,Sector 1,Sector 1,București,Nord,1
Alis Ecomob SRL,Staer 9,Bulevardul Geniului,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Bulevardul Ghe Sincai,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Bulevardul Gheorghe Duca,București neatribuit,București neatribuit,București,București neatribuit,1
Alis Ecomob SRL,Staer 9,Bulevardul Ghica Tei,Sector 2,Sector 2,București,Nord-Est,1
Alis Ecomob SRL,Staer 9,Bulevardul Horia Macelariu,București neatribuit,București neatribuit,București,București neatribuit,1
